,threshold,accuracy,balanced_accuracy,precision,recall,f1,mcc,tn,fp,fn,tp,false_positive_rate,false_negative_rate,specificity,n,positive_rate_actual,positive_rate_predicted,cost
108,0.55,0.964099,0.957443,0.971513,0.975868,0.973686,0.917234,10517,683,576,23293,0.060982,0.024132,0.939018,35069,0.68063,0.683681,12203.0
109,0.555,0.963957,0.957481,0.971743,0.975407,0.973572,0.916932,10523,677,587,23282,0.060446,0.024593,0.939554,35069,0.68063,0.683196,12417.0
110,0.56,0.963843,0.957468,0.971857,0.975114,0.973483,0.916686,10526,674,594,23275,0.060179,0.024886,0.939821,35069,0.68063,0.682911,12554.0
111,0.565,0.963871,0.957655,0.972134,0.974863,0.973496,0.916774,10533,667,600,23269,0.059554,0.025137,0.940446,35069,0.68063,0.68254,12667.0
112,0.57,0.963729,0.957621,0.972247,0.974528,0.973386,0.916464,10536,664,608,23261,0.059286,0.025472,0.940714,35069,0.68063,0.682226,12824.0
113,0.575,0.963871,0.957915,0.972568,0.974402,0.973484,0.916812,10544,656,611,23258,0.058571,0.025598,0.941429,35069,0.68063,0.681913,12876.0
114,0.58,0.963871,0.958105,0.972885,0.974067,0.973475,0.916841,10552,648,619,23250,0.057857,0.025933,0.942143,35069,0.68063,0.681457,13028.0
115,0.585,0.963786,0.958232,0.973198,0.973606,0.973402,0.91668,10560,640,630,23239,0.057143,0.026394,0.942857,35069,0.68063,0.680915,13240.0
116,0.59,0.9637,0.958311,0.973433,0.973229,0.973331,0.916513,10566,634,639,23230,0.056607,0.026771,0.943393,35069,0.68063,0.680487,13414.0
117,0.595,0.963529,0.958185,0.973426,0.972978,0.973202,0.916132,10566,634,645,23224,0.056607,0.027022,0.943393,35069,0.68063,0.680316,13534.0
118,0.6,0.963415,0.958244,0.97366,0.972559,0.973109,0.915903,10572,628,655,23214,0.056071,0.027441,0.943929,35069,0.68063,0.67986,13728.0
119,0.605,0.963443,0.958454,0.973979,0.972265,0.973121,0.916,10580,620,662,23207,0.055357,0.027735,0.944643,35069,0.68063,0.679432,13860.0
120,0.61,0.963472,0.958665,0.974299,0.971972,0.973134,0.916098,10588,612,669,23200,0.054643,0.028028,0.945357,35069,0.68063,0.679004,13992.0
121,0.615,0.963301,0.958681,0.974531,0.971469,0.972998,0.915746,10594,606,681,23188,0.054107,0.028531,0.945893,35069,0.68063,0.678491,14226.0
122,0.62,0.963358,0.958936,0.974893,0.971176,0.973031,0.915914,10603,597,688,23181,0.053304,0.028824,0.946696,35069,0.68063,0.678035,14357.0
123,0.625,0.963301,0.959084,0.97521,0.970757,0.972979,0.915826,10611,589,698,23171,0.052589,0.029243,0.947411,35069,0.68063,0.677521,14549.0
124,0.63,0.963215,0.959258,0.975608,0.970212,0.972903,0.915686,10621,579,711,23158,0.051696,0.029788,0.948304,35069,0.68063,0.676866,14799.0
125,0.635,0.963244,0.95954,0.97605,0.969793,0.972912,0.915805,10632,568,721,23148,0.050714,0.030207,0.949286,35069,0.68063,0.676267,14988.0
126,0.64,0.96293,0.95938,0.976159,0.969207,0.972671,0.915131,10635,565,735,23134,0.050446,0.030793,0.949554,35069,0.68063,0.675782,15265.0
127,0.645,0.962902,0.959596,0.976561,0.968746,0.972638,0.915122,10645,555,746,23123,0.049554,0.031254,0.950446,35069,0.68063,0.675183,15475.0
128,0.65,0.962645,0.959503,0.976713,0.968201,0.972438,0.914582,10649,551,759,23110,0.049196,0.031799,0.950804,35069,0.68063,0.674698,15731.0
129,0.655,0.96236,0.959364,0.976824,0.967657,0.972219,0.913975,10652,548,772,23097,0.048929,0.032343,0.951071,35069,0.68063,0.674242,15988.0
130,0.66,0.962132,0.959339,0.977058,0.96707,0.972039,0.913512,10658,542,786,23083,0.048393,0.03293,0.951607,35069,0.68063,0.673672,16262.0
131,0.665,0.962132,0.959552,0.977422,0.966693,0.972028,0.913566,10667,533,795,23074,0.047589,0.033307,0.952411,35069,0.68063,0.673159,16433.0
132,0.67,0.962075,0.959771,0.977865,0.966149,0.971972,0.91351,10678,522,808,23061,0.046607,0.033851,0.953393,35069,0.68063,0.672474,16682.0
133,0.675,0.961932,0.959832,0.978145,0.965646,0.971855,0.913245,10685,515,820,23049,0.045982,0.034354,0.954018,35069,0.68063,0.671932,16915.0
134,0.68,0.961619,0.95972,0.978338,0.964975,0.971611,0.912597,10690,510,836,23033,0.045536,0.035025,0.954464,35069,0.68063,0.671334,17230.0
135,0.685,0.961333,0.959629,0.978532,0.964347,0.971388,0.912014,10695,505,851,23018,0.045089,0.035653,0.954911,35069,0.68063,0.670763,17525.0
136,0.69,0.961191,0.959643,0.978731,0.963928,0.971273,0.91174,10700,500,861,23008,0.044643,0.036072,0.955357,35069,0.68063,0.670336,17720.0
137,0.695,0.96102,0.959683,0.979011,0.963383,0.971134,0.91142,10707,493,874,22995,0.044018,0.036617,0.955982,35069,0.68063,0.669765,17973.0
